Symbol,Name,Market Cap,Country,Sector
ASNS,Actelis Networks Inc. Common Stock,9746448,United States,Telecommunications
ASO,Academy Sports and Outdoors Inc. Common Stock,3945982056,United States,Consumer Discretionary
ASPI,ASP Isotopes Inc. Common Stock,168051091,United States,Industrials
ASPN,Aspen Aerogels Inc. Common Stock,1877719347,United States,Consumer Discretionary
ASRT,Assertio Holdings Inc. Common Stock,121076249,United States,Health Care
ASRV,AmeriServ Financial Inc. Common Stock,44436828,United States,Finance
ASST,Asset Entities Inc. Class B Common Stock,6697987,United States,Technology
ASTC,Astrotech Corporation (DE) Common Stock,13869091,United States,Industrials
ASTE,Astec Industries Inc. Common Stock,690401593,United States,Industrials
ASTH,Astrana Health Inc. Common Stock,2408886695,United States,Consumer Discretionary
ASTI,Ascent Solar Technologies Inc. Common Stock,3039641,United States,Technology
ASTS,AST SpaceMobile Inc. Class A Common Stock,7516104625,United States,Consumer Discretionary
ASTSW,AST SpaceMobile Inc. Warrant,4407292891,United States,Consumer Discretionary
ASUR,Asure Software Inc Common Stock,226744674,United States,Technology
ASYS,Amtech Systems Inc. Common Stock,88298717,United States,Technology
ATEC,Alphatec Holdings Inc. Common Stock,765505763,United States,Health Care
ATEN,A10 Networks Inc. Common Stock,962475400,United States,Telecommunications
ATER,Aterian Inc. Common Stock,28085448,United States,Consumer Discretionary
ATEX,Anterix Inc. Common Stock,696747231,United States,Telecommunications
ATGE,Adtalem Global Education Inc. Common Stock,2669947699,United States,Real Estate
ATHA,Athira Pharma Inc. Common Stock,18835294,United States,Health Care
ATI,ATI Inc. Common Stock,7639588903,United States,Industrials
ATKR,Atkore Inc. Common Stock,2968882267,United States,Miscellaneous
ATLC,Atlanticus Holdings Corporation Common Stock,453841220,United States,Finance
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,343549546,United States,Finance
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,338242936,United States,Finance
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,371713358,United States,Finance
ATLO,Ames National Corporation Common Stock,164286891,United States,Finance
ATLX,Atlas Lithium Corporation Common Stock,150515447,United States,Industrials
ATMC,AlphaTime Acquisition Corp Ordinary Shares,0,United States,Finance
ATMCU,AlphaTime Acquisition Corp Unit,0,United States,Finance
ATMCW,AlphaTime Acquisition Corp Warrant,0,United States,Finance
ATMU,Atmus Filtration Technologies Inc. Common Stock,2896740054,United States,Consumer Discretionary
ATMV,AlphaVest Acquisition Corp Ordinary Shares,0,United States,Finance
ATMVR,AlphaVest Acquisition Corp Right.,0,United States,Finance
ATNF,180 Life Sciences Corp. Common Stock,1706500,United States,Health Care
ATNFW,180 Life Sciences Corp. Warrant,8920,United States,Health Care
ATNI,ATN International Inc. Common Stock,418966068,United States,Telecommunications
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,60751033,United States,Health Care
ATO,Atmos Energy Corporation Common Stock,20922280423,United States,Utilities
ATOM,Atomera Incorporated Common Stock,72569583,United States,Technology
ATOS,Atossa Therapeutics Inc. Common Stock,191151272,United States,Health Care
ATR,AptarGroup Inc. Common Stock,10014028368,United States,Industrials
ATRA,Atara Biotherapeutics Inc. Common Stock,40844057,United States,Health Care
ATRC,AtriCure Inc. Common Stock,1309962885,United States,Health Care
ATRO,Astronics Corporation Common Stock,657501766,United States,Industrials
ATSG,Air Transport Services Group Inc,959445564,United States,Consumer Discretionary
ATUS,Altice USA Inc. Class A Common Stock,893531757,United States,Telecommunications
ATXI,Avenue Therapeutics Inc. Common Stock,4150932,United States,Health Care
ATXS,Astria Therapeutics Inc. Common Stock,599800748,United States,Health Care
ATYR,aTyr Pharma Inc. Common Stock,143254814,United States,Health Care
AUB,Atlantic Union Bankshares Corporation Common Stock,3302213002,United States,Finance
AUBN,Auburn National Bancorporation Inc. Common Stock,70467909,United States,Finance
AUGX,Augmedix Inc. Common Stock,114245505,United States,Consumer Discretionary
AUID,authID Inc. Common Stock,89660187,United States,Technology
AUMN,Golden Minerals Company Common Stock,4057959,United States,Basic Materials
AUR,Aurora Innovation Inc. Class A Common Stock,6996353150,United States,Technology
AURA,Aura Biosciences Inc. Common Stock,449927463,United States,Health Care
AUROW,Aurora Innovation Inc. Warrant,580414947,United States,Technology
AUUD,Auddia Inc. Common Stock,3375288,United States,Technology
AUUDW,Auddia Inc. Warrants,204240,United States,Technology
AVA,Avista Corporation Common Stock,2975002166,United States,Utilities
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,1010567676,United States,Health Care
AVAV,AeroVironment Inc. Common Stock,5189627828,United States,Industrials
AVB,AvalonBay Communities Inc. Common Stock,32702751320,United States,Real Estate
AVBP,ArriVent BioPharma Inc. Common Stock,851738246,United States,Health Care
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),175034047,United States,Industrials
AVDX,AvidXchange Holdings Inc. Common Stock,1592097518,United States,Technology
AVGO,Broadcom Inc. Common Stock,7.37E+11,United States,Technology
AVGR,Avinger Inc. Common Stock,2663529,United States,Health Care
AVIR,Atea Pharmaceuticals Inc. Common Stock,309828740,United States,Health Care
AVK,Advent Convertible and Income Fund,0,United States,Finance
AVNS,Avanos Medical Inc. Common Stock,1080260849,United States,Health Care
AVNT,Avient Corporation Common Stock,4167512769,United States,Industrials
AVNW,Aviat Networks Inc. Common Stock,306090318,United States,Technology
AVO,Mission Produce Inc. Common Stock,938147370,United States,Consumer Staples
AVPT,AvePoint Inc. Class A Common Stock,2194014837,United States,Technology
AVPTW,AvePoint Inc. Warrant,468678914,United States,Technology
AVT,Avnet Inc. Common Stock,4415315671,United States,Technology
AVTE,Aerovate Therapeutics Inc. Common Stock,55426005,United States,Health Care
AVTR,Avantor Inc. Common Stock,18294506321,United States,Industrials
AVTX,Avalo Therapeutics Inc. Common Stock,8479866,United States,Health Care
AVXL,Anavex Life Sciences Corp. Common Stock,435001002,United States,Health Care
AVY,Avery Dennison Corporation Common Stock,17577309270,United States,Consumer Discretionary
AWF,Alliancebernstein Global High Income Fund,0,United States,Finance
AWH,Aspira Women's Health Inc. Common Stock,13348302,United States,Health Care
AWI,Armstrong World Industries Inc Common Stock,5328348560,United States,Industrials
AWK,American Water Works Company Inc. Common Stock,28652660519,United States,Utilities
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,0,United States,Finance
AWR,American States Water Company Common Stock,3049390571,United States,Utilities
AWRE,Aware Inc. Common Stock,46392102,United States,Technology
AWX,Avalon Holdings Corporation Common Stock,9514612,United States,Utilities
AX,Axos Financial Inc. Common Stock,3495053154,United States,Finance
AXDX,Accelerate Diagnostics Inc. Common Stock,38123807,United States,Industrials
AXGN,Axogen Inc. Common Stock,582059757,United States,Health Care
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,664332808,United States,Consumer Discretionary
AXNX,Axonics Inc. Common Stock,3513344401,United States,Health Care
AXON,Axon Enterprise Inc. Common Stock,27335995968,United States,Industrials
AXP,American Express Company Common Stock,1.81E+11,United States,Finance
AXR,AMREP Corporation Common Stock,116588250,United States,Real Estate
AXSM,Axsome Therapeutics Inc. Common Stock,4369458661,United States,Health Care
AXTA,Axalta Coating Systems Ltd. Common Shares,7555054632,United States,Consumer Discretionary
AXTI,AXT Inc Common Stock,104978027,United States,Technology
AYI,Acuity Brands Inc. ,7631362183,United States,Consumer Discretionary
AYRO,AYRO Inc. Common Stock,5434108,United States,Consumer Discretionary
AYTU,Aytu BioPharma Inc.  Common Stock,14984700,United States,Health Care
AZEK,The AZEK Company Inc. Class A Common Stock,6051171288,United States,Industrials
AZO,AutoZone Inc. Common Stock,53286580061,United States,Consumer Discretionary
AZPN,Aspen Technology Inc. Common Stock,14262635483,United States,Technology
AZTA,Azenta Inc.,2254520972,United States,Technology
AZZ,AZZ Inc.,2222802034,United States,Industrials
B,Barnes Group Inc. Common Stock,1759048969,United States,Industrials
BA,Boeing Company (The) Common Stock,99406248729,United States,Industrials
BAC,Bank of America Corporation Common Stock,3.03E+11,United States,Finance
BACK,IMAC Holdings Inc. Common Stock,1825830,United States,Health Care
BAER,Bridger Aerospace Group Holdings Inc. Common Stock,141419504,United States,Consumer Discretionary
BAERW,Bridger Aerospace Group Holdings Inc. Warrant,4763604,United States,Consumer Discretionary
BAFN,BayFirst Financial Corp. Common Stock,54075585,United States,Finance
BAH,Booz Allen Hamilton Holding Corporation Common Stock,19589198275,United States,Consumer Discretionary
BALL,Ball Corporation Common Stock,19777287308,United States,Industrials
BALY,Bally's Corporation Common Stock,697245927,United States,Consumer Discretionary
BANC,Banc of California Inc. Common Stock,2207052356,United States,Finance
BAND,Bandwidth Inc. Class A Common Stock,444692435,United States,Technology
BANF,BancFirst Corporation Common Stock,3456425719,United States,Finance
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,853952127,United States,Finance
BANR,Banner Corporation Common Stock,1928866081,United States,Finance
BANX,ArrowMark Financial Corp. Common Stock,145461780,United States,Finance
BARK,BARK Inc. Class A Common Stock,293298165,United States,Consumer Discretionary
BASE,Couchbase Inc. Common Stock,752414634,United States,Technology
BATL,Battalion Oil Corporation Common Stock,41964236,United States,Energy
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,2682155474,United States,Consumer Discretionary
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,2504295349,United States,Consumer Discretionary
BAX,Baxter International Inc. Common Stock,20034674588,United States,Health Care
BAYA,Bayview Acquisition Corp Ordinary Shares,0,United States,
BAYAR,Bayview Acquisition Corp Right,0,United States,
BBAI,BigBear.ai Inc. Common Stock,387613908,United States,Technology
BBCP,Concrete Pumping Holdings Inc. Common Stock,293897603,United States,Consumer Discretionary
BBDC,Barings BDC Inc. Common Stock,1036428322,United States,Finance
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,16058172,United States,Consumer Discretionary
BBIO,BridgeBio Pharma Inc. Common Stock,5263036337,United States,Health Care
BBLG,Bone Biologics Corp Common Stock,2053627,United States,Health Care
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,0,United States,Finance
BBSI,Barrett Business Services Inc. Common Stock,933378588,United States,Consumer Discretionary
BBW,Build-A-Bear Workshop Inc. Common Stock,411253393,United States,Consumer Discretionary
BBWI,Bath & Body Works Inc.,5913831423,United States,Consumer Discretionary
BBY,Best Buy Co. Inc. Common Stock,20957184010,United States,Consumer Discretionary
BC,Brunswick Corporation Common Stock,5031649981,United States,Industrials
BCAB,BioAtla Inc. Common Stock,86520969,United States,Health Care
BCAL,California BanCorp Common Stock,459637200,United States,Finance
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,1790715600,United States,Finance
BCBP,BCB Bancorp Inc. (NJ) Common Stock,202819606,United States,Finance
BCC,Boise Cascade L.L.C. Common Stock,4751627059,United States,Consumer Discretionary
BCDA,BioCardia Inc. Common Stock,5776943,United States,Health Care
BCG,Binah Capital Group Inc. Common Stock,45158691,United States,Finance
BCGWW,Binah Capital Group Inc. Warrants,830123,United States,Finance
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,22325545,United States,Health Care
BCML,BayCom Corp Common Stock,245660999,United States,Finance
BCO,Brinks Company (The) Common Stock,4643780653,United States,Consumer Discretionary
BCOV,Brightcove Inc. Common Stock,91639978,United States,Technology
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,52034248,United States,Finance
BCPC,Balchem Corporation Common Stock,5319798572,United States,Industrials
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,1599228285,United States,Health Care
BCSF,Bain Capital Specialty Finance Inc. Common Stock,1073024844,United States,Finance
BCV,Bancroft Fund Ltd.,0,United States,Finance
BCX,BlackRock Resources Common Shares of Beneficial Interest,757782029,United States,Finance
BDC,Belden Inc Common Stock,4041784379,United States,Industrials
BDJ,Blackrock Enhanced Equity Dividend Trust,1522646221,United States,Finance
BDL,Flanigan's Enterprises Inc. Common Stock,50610958,United States,Consumer Discretionary
BDN,Brandywine Realty Trust Common Stock,868551010,United States,Real Estate
BDSX,Biodesix Inc. Common Stock,259867054,United States,Health Care
BDTX,Black Diamond Therapeutics Inc. Common Stock,346092482,United States,Health Care
BDX,Becton Dickinson and Company Common Stock,67546322662,United States,Health Care
BE,Bloom Energy Corporation Class A Common Stock,2422125467,United States,Energy
BEAM,Beam Therapeutics Inc. Common Stock,1987864730,United States,Health Care
BEAT,Heartbeam Inc. Common Stock,59764750,United States,Health Care
BEATW,Heartbeam Inc. Warrant,14609161,United States,Health Care
BECN,Beacon Roofing Supply Inc. Common Stock,4963321622,United States,Consumer Discretionary
BEEM,Beam Global Common Stock,76029933,United States,Technology
BELFA,Bel Fuse Inc. Class A Common Stock,1095961972,United States,
BELFB,Bel Fuse Inc. Class B Common Stock,828935744,United States,
BEN,Franklin Resources Inc. Common Stock,10167089479,United States,Finance
BENF,Beneficient Class A Common Stock,6368432,United States,Finance
BENFW,Beneficient Warrant,32691,United States,Finance
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,10875452265,United States,Utilities
BERY,Berry Global Group Inc. Common Stock,7530366000,United States,Industrials
